,Estimate,Date,HCP Id,Customer Tags,Zip,Description,Amount,Labor,Materials,Win_Loss,Bid Employee,Crew,Latitude,Longitude,Total Income,Subcontractor,Total Supplies,Total Cost of Goods Sold,Net Income
205,9091,4/29/2019 12:30,34507156,,80016,Exterior Residential Painting - Exterior Preparation,4460,3750,710,1,1,,39.605991,-104.694948,,,,,
206,9096,5/3/2019 9:30,34563877,,80207,Exterior Residential Painting - Exterior Preparation,5235,4290,945,0,1,,39.751786,-104.930359,,,,,
207,9110,5/9/2019 12:30,34572595,,80014,Exterior Residential Painting - Exterior Preparation,8380,7140,1240,1,1,,39.653383,-104.82466,,,,,
208,9084,,34596603,,80112,Entry and Kitchen Ceiling,6615,6615,0,0,1,,39.582944,-104.907858,,,,,
209,9094,5/2/2019 9:30,34643466,,80015,Exterior Residential Painting - Exterior Preparation,4860,4115,745,1,1,,39.624903,-104.773068,,,,,
210,9095-1,5/2/2019 9:30,34657805,,80215,Studio Ceiling,8485,7240,1245,0,1,,39.740917,-105.106195,,,,,
211,9095-2,5/2/2019 9:30,34934229,,80215,Exterior Residential Painting - Exterior Preparation,5875,4725,1150,0,1,,39.740917,-105.106195,,,,,
212,9103,5/3/2019 15:30,34668892,,80016,Interior Paint-Main Level,5865,5180,685,0,1,,39.615637,-104.70154,4610,2450,0,2525,2085
213,9556,,54461574,,80016,Exterior Residential Painting - Exterior Preparation,4450,3765,1085,1,,,39.615637,-104.70154,4610,2450,0,2525,2085
214,9088,,34690440,,80238,Exterior Residential Painting - Exterior Preparation,4285,3540,745,0,1,,39.795153,-104.889923,,,,,
215,9126,5/3/2019 13:30,34708681,,80238,Fence Staining,1130,885,245,1,1,,39.751087,-104.885341,,,,,
216,9097,5/3/2019 11:30,34712072,,80015,Exterior Residential Painting - Exterior Preparation,5540,4390,1150,1,1,,39.62316,-104.766285,,,,,
217,9104,5/7/2019 17:00,34735073,,80122,Interior Painting,4545,3880,665,0,1,,39.591723,-104.931131,,,,,
218,9102,5/7/2019 8:00,34862005,,80121,kitchen and family room,2555,2555,0,1,1,2,39.606854,-104.92918,,,,,
219,9111-1,5/13/2019 15:30,35124141,,80013,Exterior Residential Painting - Exterior Preparation,4455,3670,785,0,1,,39.661937,-104.759289,,,,,
220,9111-2,5/13/2019 15:30,35524030,,80013,Decking,2460,1865,595,0,1,,39.661937,-104.759289,,,,,
221,9125,5/13/2019 11:30,35239824,,80238,Kitchen and Breezeway Built Ins,7675,7390,285,1,1,,39.761963,-104.894306,,,,,
222,9112-1,5/13/2019 15:30,35352939,,80238,Exterior Residential Painting - Exterior Preparation,5140,3995,1145,1,1,,39.787421,-104.892972,,,,,
223,9112-2,5/13/2019 15:30,35524283,,80238,Fence,1115,830,285,0,1,,39.787421,-104.892972,,,,,
224,9105,,35371989,,80014,Exterior Residential Painting - Exterior Preparation,4375,3595,780,0,1,,39.663546,-104.842772,0,3200,0,3200,-3200
225,9106-1,,35378486,,80238,Exterior Trim,7320,7135,185,1,1,,39.763076,-104.884977,,,,,
226,9106-2,,43193812,,80238,Front Railing,1995,1590,405,1,1,,39.763076,-104.884977,,,,,
227,9107,,35378965,,80134,bedroom,4800,4180,620,0,1,,39.565281,-104.804386,,,,,
228,9109,,35380602,,80111,Stucco Repairs,600,600,0,1,1,,39.622991,-104.884942,,,,,
229,9118,5/16/2019 15:30,35437337,,80018,Kitchen Cabinets,9775,9775,0,1,1,,39.640625,-104.730494,,,,,
230,9117,5/16/2019 10:30,35439046,,80238,Kids Rooms,1980,1335,645,0,1,,39.75385,-104.89561,,,,,
231,9123,5/21/2019 15:30,35445267,,80238,Interior Paint - Walls 2 Coats,8050,7135,915,1,1,,39.755842,-104.877027,,,,,
232,9115,5/15/2019 12:30,35471841,,80013,Exterior Residential Painting - Exterior Preparation,3685,2965,720,0,1,,39.65607,-104.764822,,,,,
233,9119,5/17/2019 11:30,35567923,,80016,Exterior Residential Painting - Exterior Preparation,5910,5405,1305,1,1,,39.589521,-104.730184,,,,,
234,9113,5/16/2019 12:00,35610087,repeat customer,80238,"Trim, Soffits, Doors and Gutters",8360,6915,1445,1,1,,39.752155,-104.881686,,,,,
235,9324,,42740386,repeat customer,80238,Front Door-Install,2850,960,1890,0,1,,39.752155,-104.881686,,,,,
236,9131,5/21/2019 13:30,35632153,,80228,Stairway Drywall Repair,5353,4788,565,0,1,,39.673829,-105.166564,,,,,
237,9120,5/20/2019 9:30,35639790,,80130,Interior Walls,8711,7761,950,0,1,,39.530145,-104.93479,,,,,
238,9121,5/20/2019 15:00,35644283,,80238,Exterior Residential Painting - Exterior Preparation,5360,4290,1070,1,1,,39.750494,-104.895888,,,,,
239,9116,5/22/2019 17:00,35698900,,,Exterior Quote,0,0,0,1,1,,0,0,,,,,
240,9130,,36038970,,,Exterior Residential Painting - Exterior Preparation,3965,3225,740,0,1,,0,0,,,,,
241,9129,5/22/2019 11:30,35706509,80238,80238,Exterior Residential Painting - Exterior Preparation,4810,3745,1065,1,1,,39.750561,-104.883493,,,,,
242,9140,5/31/2019 8:00,35712016,,80108,Exterior Residential Painting - Exterior Preparation,4500,3550,950,1,1,,39.424238,-104.77573,,,,,
243,9128,5/22/2019 9:30,35813003,,80005,Interior Painting - 2 Coats,4995,4350,645,0,1,,39.829115,-105.132731,,,,,
244,9122,,35892790,,80015,Interior Paint,1050,885,165,0,1,,39.618447,-104.751795,,,,,
245,9124,,36027089,,80016,Exterior Residential Painting - Exterior Preparation,5870,4765,1105,0,1,,39.607413,-104.770685,,,,,
246,9137,,36331224,,80016,Kitchen Cabinets,5295,4910,385,0,1,,39.607413,-104.770685,,,,,
247,9133,5/28/2019 8:30,36041973,no review,80016,Columns and front railings,515,515,0,1,1,,39.567406,-104.733085,0,1750,0,1750,-1750
248,10384,4/8/2021 9:00,85607870,no review,80016,Exterior Residential Painting - Exterior Preparation,3352.5,2452.5,900,1,1,,39.567406,-104.733085,0,1750,0,1750,-1750
249,9146,5/29/2019 17:00,36049414,,80018,Exterior Residential Painting - Exterior Preparation,4545,3575,970,1,1,,39.64858,-104.734589,,,,,
250,9134,,36199747,,80016,Exterior Residential Painting - Exterior Preparation,5885,4465,1420,1,1,,39.60206,-104.72694,,,,,
251,9141,5/31/2019 9:30,36230406,,80238,Exterior Residential Painting - Exterior Preparation,5380,4285,1095,0,1,,39.763624,-104.886302,,,,,
252,9139,5/31/2019 9:30,36236770,,80238,Exterior Residential Painting - Exterior Preparation,5210,4025,1185,0,1,,39.79481,-104.892869,,,,,
253,9143-1,5/31/2019 9:30,36278994,,80010,Exterior Residential Painting - Exterior Preparation,4855,3725,1130,0,1,,39.754523,-104.858069,,,,,
254,9143-2,5/31/2019 9:30,36567452,,80010,Main Level Walls-2 Coats,10455,10455,0,0,1,,39.754523,-104.858069,,,,,
255,9135,,36294469,,80123,Exterior Residential Painting - Exterior Preparation,3475,2730,745,1,1,,39.598736,-105.087012,,,,,
256,9408,,47044900,,80123,"Paint front door, craftsman style.  3 panels windows on each window . Double door.",0,0,0,1,1,,39.598736,-105.087012,,,,,
257,9142,6/3/2019 10:30,36297944,,80112,Exterior Residential Painting - Exterior Preparation,3980,3055,925,1,1,,39.567661,-104.79866,,,,,
258,9136,,36327403,,80233,Kiwanis Park - 1 Pavilion,21340,19360,1980,0,1,,39.908813,-104.986948,,,,,
259,9138,,36374988,,,Exterior Residential Painting - Exterior Preparation,5560,4615,945,0,1,,0,0,,,,,
260,9145,6/4/2019 17:00,36408038,,80015,Exterior Residential Painting - Exterior Preparation,4235,3235,1000,0,1,,39.619026,-104.752887,,,,,
261,9150,6/7/2019 9:30,36462084,,80238,Stairway ,1205,1205,0,0,1,,39.756896,-104.891277,,,,,
262,9795,6/18/2020 8:00,59428611,,80238,Exterior Residential Painting - Exterior Preparation,4425,3565,1060,0,1,,39.756592,-104.883444,,,,,
263,9149,6/6/2019 13:30,36566068,,80022,Interior Painting - Walls ,2440,1925,515,1,1,,39.819881,-104.921652,,,,,
264,9151,6/7/2019 9:30,36573281,,80238,Drywall Repair,365,365,0,1,1,,39.790059,-104.883409,,,,,
265,10587,6/10/2021 8:00,92123957,,80238,Kitchen Cabinet Preparation,4275,3920,555,0,1,,39.790059,-104.883409,,,,,
266,9154-1,6/7/2019 8:00,36622375,,80238,Exterior Residential Painting - Exterior Preparation,5240,4115,1125,0,1,,39.751581,-104.893204,,,,,
267,9154-2,6/7/2019 8:00,36962881,,80238,Deck and Pergola,1125,940,185,0,1,,39.751581,-104.893204,,,,,
268,9144,6/6/2019 9:00,36641529,,80015,Family Room,990,745,245,1,1,,39.613999,-104.793592,,,,,
269,9147,6/5/2019 10:30,36644670,,80013,Exterior Residential Painting - Exterior Preparation,4990,3965,1025,0,1,,39.680442,-104.792065,,,,,
270,9153,6/7/2019 13:00,36649397,,80109,Kitchen Cabinets,3970,3410,560,1,1,,39.392672,-104.914894,,,,,
271,9221,,39294777,,80109,Entertainment Wall Ship lap,3995,2985,1010,0,1,,39.392672,-104.914894,,,,,
272,9148,6/6/2019 8:00,36660878,,80238,Exterior Residential Painting - Exterior Preparation,5160,4270,890,0,1,,39.750446,-104.882988,,,,,
273,9165,6/6/2019 12:30,36670168,"Exterior,Archive,80016",80016,Front Trim,4360,3270,1090,1,1,,39.586242,-104.674717,,,,,
274,9162-1,,36708261,,80238,Exterior Residential Painting - Exterior Preparation,5955,4885,1070,1,1,,39.764184,-104.886294,,,,,
275,9162-2,,37144151,,80238,Front Reveal,3165,3165,0,1,1,,39.764184,-104.886294,,,,,
276,9152,6/7/2019 12:00,36731602,,80013,Exterior Residential Painting - Exterior Preparation,4875,3845,1030,0,1,,39.639611,-104.747815,,,,,
277,9167,6/18/2019 8:00,36743672,,80238,Main Level Paint 2 Coats,3995,3995,0,1,1,,39.749335,-104.891054,,,,,
278,9159,6/8/2019 12:30,36821867,,80015,Exterior Residential Painting - Exterior Preparation,4015,3650,365,1,1,,39.618926,-104.80088,,,,,
279,9161,6/13/2019 7:30,36890596,,80015,Exterior Residential Painting - Exterior Preparation,3345,2665,680,1,1,,39.619901,-104.784793,,,,,
280,9158,6/11/2019 11:30,36937291,,80238,Exterior Residential Painting - Exterior Preparation,4995,4000,995,1,1,,39.750614,-104.882098,4495,2500,704.75,3204.75,1290.25
281,9976,,66338801,,80439,Exterior Residential Painting - Exterior Preparation,5240,4180,1060,0,,,39.661996,-105.340244,4495,2500,704.75,3204.75,1290.25
282,9155,,36999821,,80238,Siding,635,635,0,1,1,,39.766009,-104.8825,,,,,
283,9168-1,6/17/2019 16:30,37014045,,80134,Exterior Residential Painting - Exterior Preparation,4365,3385,980,1,1,,39.532952,-104.805081,,,,,
284,9168-2,6/17/2019 16:30,37464994,,80134,Deck Cleaning,840,710,130,1,1,,39.532952,-104.805081,,,,,
285,9156,,37033441,,80204,Kitchen Walls - 2 Coats,1055,880,175,1,1,,39.732415,-105.000008,,,,,
286,9237,8/5/2019 12:30,39696698,,80122,Main Area,8640.25,9095,0,1,1,,39.573134,-104.972023,,,,,
287,9157,6/12/2019 15:00,37034655,Exterior,80015,Exterior Residential Painting - Exterior Preparation,3495,2810,685,1,1,,39.621945,-104.771833,,,,,
288,9160,,37072843,,80603,Exterior Residential Painting - Exterior Preparation,5380,4495,885,1,1,,39.997535,-104.63678,,,,,
289,9181,6/13/2019 14:30,37087209,,80122,"Interior Entry, Kitchen, Hallway  2 Coats",1995,1630,365,1,1,,39.570101,-104.946724,,,,,
290,9174,6/17/2019 12:30,37113959,,80015,Main Area Walls - 2 Coats,5850,4965,885,1,1,,39.620098,-104.723325,,,,,
291,9176,6/19/2019 11:30,37117086,,80238,Exterior Residential Painting - Exterior Preparation,4340,3355,985,1,1,,39.762307,-104.894335,,,,,
292,9164,6/15/2019 9:30,37265253,,80013,Exterior Residential Painting - Exterior Preparation,3495,2690,805,1,1,,39.67235,-104.750491,,,,,
293,9163,,37282621,,80016,Exterior Residential Painting - Exterior Preparation,3750,3100,650,1,1,,39.586253,-104.763448,,,,,
294,9169-1,6/18/2019 7:00,37327871,,80238,Exterior Residential Painting - Exterior Preparation,5910,4870,1040,1,1,,39.763934,-104.889455,,,,,
295,9169-2,6/18/2019 7:00,37467465,,80238,Fencing,4535,3990,545,1,1,,39.763934,-104.889455,,,,,
296,9166,6/17/2019 17:30,37340339,,80015,Exterior Residential Painting - Exterior Preparation,4130,3255,875,0,1,,39.617727,-104.723183,,,,,
297,9469,,50613216,,,,0,0,0,1,3,,0,0,,,,,
298,9472,2/13/2020 10:00,50668335,,80130,Exterior Residential Painting - Exterior Preparation,4720,3665,1055,0,1,,39.549741,-104.915716,,,,,
299,9170,6/18/2019 13:30,37342740,,80020,Exterior Residential Painting - Exterior Preparation,4140,3230,910,0,1,,39.935119,-105.082967,,,,,
300,9175,6/18/2019 7:30,37381148,,80015,Entry and Living Room 2 Coats,3310,3045,265,0,1,,39.622174,-104.758602,,,,,
301,9173,6/19/2019 10:30,37423217,,80602,Master Restroom Cabinets,365,365,0,1,1,,39.930563,-104.890081,,,,,
302,9178,6/21/2019 13:30,37486281,,80138,"Entry, Stairway, Family Room and Kitchen - 2 Coats",2295,1885,410,0,1,,39.501681,-104.723035,,,,,
303,9177,6/20/2019 11:30,37511316,,80016,Exterior Residential Painting - Exterior Preparation,5035,3885,1150,1,1,,39.599235,-104.775268,4910,2450,56.96,2506.96,2403.04
304,9171,6/19/2019 16:30,37535080,Archive,80112,Drywall Work,5200,5755,200,1,1,,39.581838,-104.895738,0,1980,452.96,2432.96,-2432.96
305,9172,6/19/2019 17:00,37536495,Archive,80121,Main Level Walls,4700,4045,655,1,1,,39.600744,-104.975558,0,1980,452.96,2432.96,-2432.96
306,9965,9/1/2020 11:00,65648052,Archive,80401,Interior Painting - Family Room,2620,2250,370,1,2,,39.715277,-105.185793,0,1980,452.96,2432.96,-2432.96
307,10021,9/23/2020 12:30,67837843,Archive,80210,Interior Painting - Paint Green Kitchen,540,440,100,0,2,,39.689462,-104.948497,0,1980,452.96,2432.96,-2432.96
308,9227,7/12/2019 11:00,37593037,,80238,Exterior Residential Painting - Exterior Preparation,2995,2290,705,1,1,,39.755222,-104.895051,,,,,
309,9179,6/22/2019 9:30,37601308,,80015,Exterior Residential Painting - Exterior Preparation,4240,3260,980,1,1,,39.608367,-104.723396,,,,,
310,9182,6/24/2019 8:00,37697417,,80016,Bedroom Walls 2 Coats,915,760,155,0,1,,39.570526,-104.692962,,,,,
311,9180,,37724247,,80112,Wall Surfaces 2 Coats,2990,2545,445,0,1,,39.57974,-104.871734,,,,,
312,9183-1,6/25/2019 11:30,37796459,,80015,Exterior Residential Painting - Exterior Preparation,3300,2415,885,0,1,,39.626493,-104.7601,,,,,
313,9183-2,6/25/2019 11:30,37867081,,80015,Shed,895,895,0,0,1,,39.626493,-104.7601,,,,,
314,9187,6/27/2019 13:30,37845859,,80016,Exterior Residential Painting - Exterior Preparation,4015,3410,1005,1,1,,39.597442,-104.699384,,,,,
315,9186,6/27/2019 11:30,37918283,,80015,Exterior Residential Painting - Exterior Preparation,3600,2700,900,0,1,,39.620461,-104.752371,,,,,
316,9184,,37930943,,80015,Interior Painting- Walls 2 Coats,5345,5345,0,1,1,,39.636163,-104.764071,,,,,
317,9185,6/28/2019 8:00,37990188,,80238,Exterior Residential Painting - Exterior Preparation,4940,3885,1055,1,1,,39.765677,-104.882503,4940,2250,0,2250,2690
318,9188,7/2/2019 11:30,38151993,,80238,Exterior Residential Painting - Exterior Preparation,4485,3475,1010,1,1,,39.762626,-104.867899,,,,,
319,9201-1,7/9/2019 12:30,38323273,no review,80015,Study-Ceiling and Chair Rail,3300,2915,385,1,1,,39.615511,-104.800699,,,,,
320,9201-2,7/9/2019 12:30,38768021,no review,80015,Main Area-Popcorn Scrape,9975,8520,1455,0,1,,39.615511,-104.800699,,,,,
321,9331,,42925684,no review,80015,Baseboard Trim ,3790,2440,1350,1,1,,39.615511,-104.800699,,,,,
322,9453,,49738996,no review,80015,Daughter's Room,1985,1370,615,1,1,,39.615511,-104.800699,,,,,
323,9190-1,,38330901,,80015,Interior Painting 2 Coats,5625,4885,740,1,1,,39.626085,-104.767723,,,,,
324,9190-2,,38331442,,80015,Exterior Residential Painting - Exterior Preparation,4805,3895,910,0,1,,39.626085,-104.767723,,,,,
325,9192-1,7/8/2019 11:30,38331806,,80015,Exterior Residential Painting - Exterior Preparation,4523,3658,865,1,1,,39.614776,-104.787169,4275,2900,66.38,3080.29,1194.71
326,9192-2,7/8/2019 11:30,38556204,,80015,Window Repair and Prep,2463,2088,375,1,1,,39.614776,-104.787169,4275,2900,66.38,3080.29,1194.71
327,9793-1,6/17/2020 12:00,58568241,,80015,Exterior Residential Painting - Exterior Preparation,3160,2620,840,1,1,,39.614776,-104.787169,4275,2900,66.38,3080.29,1194.71
328,9793-2,6/17/2020 12:00,59656236,,80015,Master Restroom,1115,1115,0,1,1,,39.614776,-104.787169,4275,2900,66.38,3080.29,1194.71
329,9191-1,7/8/2019 9:30,38337079,,80015,Exterior Residential Painting - Exterior Preparation,4235,3290,945,1,1,,39.617006,-104.744655,,,,,
330,9191-2,7/8/2019 9:30,38552957,,80015,Back Deck and Rails,990,785,205,1,1,,39.617006,-104.744655,,,,,
331,9200,7/10/2019 17:00,38354673,,80215,Basement-Scrape and Prime,4966.75,4481.75,485,1,1,,39.754966,-105.117433,,,,,
332,9208,7/15/2019 13:30,38483330,,80238,Exterior Residential Painting - Exterior Preparation,4650,3590,1060,1,1,,39.750797,-104.893442,,,,,
333,9282,,41392086,,80238,Side Paneling,1875,1485,390,1,3,,39.750797,-104.893442,,,,,
334,9202,7/11/2019 13:30,38521457,,80238,Exterior Residential Painting - Exterior Preparation,4165,3315,1050,1,1,,39.756987,-104.88232,0,,103.01,103.01,-103.01
335,9205,7/11/2019 11:30,38550461,,80210,Family Room-Walls,3035,3035,0,1,1,,39.683301,-104.980174,,,,,
336,9193-1,7/11/2019 8:00,38579292,,80203,Exterior Preparation-Main Building,12930,10350,2580,1,1,,39.733961,-104.980012,,,,,
337,9193-2,7/11/2019 8:00,38959588,,80203,Exterior Residential Painting - Exterior Preparation,4880,3970,910,1,1,,39.733961,-104.980012,,,,,
338,9194,7/15/2019 11:30,38579823,,80205,,0,0,0,1,1,,39.762606,-104.9744,,,,,
339,9204-1,7/11/2019 17:00,38604354,,80015,Exterior Residential Painting - Exterior Preparation,4485,3430,1055,0,1,,39.625161,-104.764468,,,,,
340,9204-2,7/11/2019 17:00,38771104,,80015,Sheds,3445,3445,0,0,1,,39.625161,-104.764468,,,,,
341,9206,7/11/2019 14:30,38627193,,80016,Cabinets-Laundry Room,1600,1600,0,0,1,,39.600262,-104.747463,,,,,
342,9195,,38660404,,80238,Exterior Residential Painting - Exterior Preparation,4320,3500,820,0,1,,39.757667,-104.87123,,,,,
343,9196,,38661264,,80016,Exterior Residential Painting - Exterior Preparation,4385,2835,1550,1,1,,39.555224,-104.714964,,,,,
344,9213,7/18/2019 14:30,39088554,,80016,,0,0,0,1,1,,39.555224,-104.714964,,,,,
345,9219,7/11/2019 17:00,38665782,,80134,Back Decking,1965,1645,320,1,1,,39.480465,-104.753393,,,,,
346,9197,7/15/2019 14:00,38665981,,80013,Exterior Residential Painting - Exterior Preparation,4430,3550,880,1,1,,39.680828,-104.77753,,,,,
347,9207,8/19/2019 7:30,38667962,,80206,Upstairs Built In and Walls-2 Coats,1475,1245,230,1,1,2,39.725215,-104.958207,,,,,
348,9203-1,7/12/2019 8:00,38692562,,80016,Exterior Residential Painting - Exterior Preparation,3170,2295,875,1,1,,39.586669,-104.710806,,,,,
349,9203-2,7/12/2019 8:00,38769945,,80016,Front and Back Deck Surfaces,1275,1050,225,1,1,,39.586669,-104.710806,,,,,
350,10663,7/12/2021 13:00,95224332,,80016,"Painting quotes - Free Exterior Consultation (click ""+""  to add to cart, then click ""next"" to schedule)",0,0,0,1,1,,39.586669,-104.710806,,,,,
351,9199-1,7/17/2019 13:00,38704360,Nextdoor,80016,Exterior Residential Painting - Exterior Preparation,3435,2645,790,1,1,,39.59106,-104.742789,,,,,
352,9199-2,7/17/2019 13:00,39219440,Nextdoor,80016,Kitchen Cabinets,3275,2945,330,1,1,,39.59106,-104.742789,,,,,
353,9215,7/18/2019 8:00,38901588,,80238,Exterior Residential Painting - Exterior Preparation,3865,2995,870,0,1,,39.768192,-104.888976,,,,,
354,9214,7/17/2019 10:30,38919647,,80016,Front Study-2Coats,8010,6950,1060,1,1,,39.592129,-104.738128,,,,,
355,9232-1,7/17/2019 8:00,38942490,,80238,Exterior Residential Painting - Exterior Preparation,5740,4720,1020,0,1,,39.754879,-104.862492,,,,,
356,9232-2,7/17/2019 8:00,39677790,,80238,Porch Floor,1075,810,265,0,1,,39.754879,-104.862492,,,,,
357,9209,7/18/2019 12:30,38965019,,80014,Exterior Residential Painting - Exterior Preparation,4345,3460,885,0,1,,39.675901,-104.853595,,,,,
358,9210,,39024483,,80016,Fence,1530,1295,235,1,1,,39.593621,-104.671397,,,,,
359,9218,7/19/2019 9:30,39034638,,80238,Basement-2 Coats,1890,1525,365,0,1,,39.786907,-104.892756,,,,,
360,9211,7/19/2019 8:00,39036604,,80016,Main Area-Walls,4490,3970,520,0,1,,39.571435,-104.663161,,,,,
361,9212,7/18/2019 9:00,39045632,"Littleton,80130",80130,,0,0,0,1,1,,39.533436,-104.906479,,,,,
362,9220,,39292977,"Littleton,80130",80130,Kitchen Cabinets,4302.85,3957.85,345,1,1,,39.533436,-104.906479,,,,,
363,9217,7/18/2019 16:00,39086842,,80238,Exterior Residential Painting - Exterior Preparation,5290,4230,1060,1,1,,39.75269,-104.881618,6640,3645,67.89,3712.89,2927.11
364,9487,,51534757,,80238,Main Area Walls,5960,5145,815,1,1,,39.75269,-104.881618,6640,3645,67.89,3712.89,2927.11
365,9228,7/22/2019 11:00,39119113,,80012,Wall Surfaces,3985,3300,685,0,1,,39.689086,-104.840796,,,,,
366,9216,7/22/2019 15:00,39181961,,,Exterior Residential Painting - Exterior Preparation,4215,3545,1070,0,1,,39.601571,-104.829451,,,,,
367,9223-1,7/24/2019 7:00,39320666,"no review,noreview",80015,Exterior Residential Painting - Exterior Preparation,4235,3380,1055,1,1,,39.625898,-104.744809,,,,,
368,9223-2,7/24/2019 7:00,39586695,"no review,noreview",80015,Kitchen Cabinets,2765,2680,285,1,1,,39.625898,-104.744809,,,,,
